lh.aparc.foldind,lh_bankssts_foldind,lh_caudalanteriorcingulate_foldind,lh_caudalmiddlefrontal_foldind,lh_cuneus_foldind,lh_entorhinal_foldind,lh_fusiform_foldind,lh_inferiorparietal_foldind,lh_inferiortemporal_foldind,lh_isthmuscingulate_foldind,lh_lateraloccipital_foldind,lh_lateralorbitofrontal_foldind,lh_lingual_foldind,lh_medialorbitofrontal_foldind,lh_middletemporal_foldind,lh_parahippocampal_foldind,lh_paracentral_foldind,lh_parsopercularis_foldind,lh_parsorbitalis_foldind,lh_parstriangularis_foldind,lh_pericalcarine_foldind,lh_postcentral_foldind,lh_posteriorcingulate_foldind,lh_precentral_foldind,lh_precuneus_foldind,lh_rostralanteriorcingulate_foldind,lh_rostralmiddlefrontal_foldind,lh_superiorfrontal_foldind,lh_superiorparietal_foldind,lh_superiortemporal_foldind,lh_supramarginal_foldind,lh_frontalpole_foldind,lh_temporalpole_foldind,lh_transversetemporal_foldind,lh_insula_foldind,BrainSegVolNotVent,eTIV
29292,14.0,15.0,45.0,30.0,10.0,37.0,91.0,54.0,23.0,90.0,44.0,71.0,38.0,45.0,11.0,18.0,45.0,20.0,23.0,21.0,101.0,19.0,72.0,58.0,8.0,121.0,113.0,96.0,102.0,81.0,7.0,10.0,18.0,23.0,1035337.0,1356880.77678
29293,12.0,13.0,46.0,28.0,9.0,61.0,75.0,77.0,20.0,99.0,69.0,44.0,30.0,64.0,7.0,19.0,31.0,11.0,20.0,18.0,71.0,29.0,66.0,63.0,27.0,147.0,123.0,103.0,58.0,74.0,8.0,13.0,9.0,37.0,1101312.0,1355958.244692
29294,13.0,16.0,23.0,28.0,5.0,67.0,82.0,78.0,26.0,116.0,69.0,60.0,39.0,59.0,8.0,14.0,32.0,16.0,31.0,18.0,61.0,25.0,68.0,62.0,15.0,122.0,113.0,95.0,57.0,62.0,8.0,9.0,7.0,40.0,1208144.0,1475909.663182
29295,8.0,9.0,47.0,36.0,6.0,58.0,89.0,55.0,11.0,92.0,40.0,31.0,40.0,61.0,9.0,21.0,23.0,16.0,15.0,21.0,62.0,28.0,87.0,60.0,11.0,88.0,122.0,81.0,87.0,67.0,8.0,16.0,5.0,18.0,1067894.0,1478204.851463
29296,10.0,10.0,28.0,42.0,13.0,73.0,80.0,62.0,24.0,106.0,54.0,79.0,42.0,61.0,13.0,14.0,23.0,23.0,28.0,26.0,66.0,23.0,58.0,63.0,20.0,147.0,113.0,85.0,67.0,87.0,9.0,10.0,12.0,32.0,1153604.0,1388882.898934
29297,9.0,10.0,29.0,23.0,13.0,61.0,67.0,59.0,16.0,96.0,49.0,40.0,36.0,49.0,10.0,13.0,34.0,19.0,20.0,15.0,55.0,25.0,58.0,62.0,15.0,107.0,102.0,92.0,49.0,68.0,8.0,6.0,6.0,29.0,1078150.0,1306137.933766
29298,9.0,13.0,35.0,35.0,2.0,55.0,83.0,84.0,20.0,98.0,51.0,56.0,42.0,77.0,7.0,16.0,26.0,15.0,18.0,20.0,63.0,27.0,57.0,50.0,21.0,115.0,119.0,84.0,50.0,64.0,8.0,11.0,10.0,38.0,1132978.0,1369202.976477
29299,12.0,11.0,30.0,28.0,4.0,36.0,83.0,56.0,21.0,93.0,46.0,64.0,30.0,68.0,4.0,12.0,24.0,16.0,16.0,18.0,58.0,26.0,65.0,63.0,15.0,100.0,102.0,93.0,56.0,57.0,7.0,7.0,6.0,31.0,1027711.0,1192115.44235
29300,7.0,5.0,28.0,35.0,6.0,54.0,98.0,74.0,23.0,95.0,67.0,64.0,32.0,77.0,8.0,11.0,34.0,19.0,38.0,25.0,63.0,20.0,55.0,61.0,17.0,129.0,122.0,83.0,63.0,76.0,7.0,10.0,8.0,53.0,1189638.0,1428552.984109
29301,15.0,19.0,34.0,35.0,6.0,56.0,116.0,77.0,30.0,85.0,55.0,53.0,51.0,86.0,9.0,14.0,37.0,25.0,33.0,21.0,74.0,28.0,61.0,77.0,26.0,142.0,113.0,134.0,63.0,106.0,9.0,13.0,9.0,53.0,1213074.0,1386286.046373
29302,8.0,11.0,43.0,34.0,5.0,68.0,77.0,68.0,23.0,97.0,53.0,71.0,52.0,56.0,14.0,16.0,24.0,12.0,23.0,22.0,63.0,34.0,67.0,73.0,16.0,111.0,144.0,102.0,60.0,72.0,10.0,12.0,6.0,45.0,1274658.0,1629449.201084
29303,11.0,10.0,33.0,35.0,3.0,65.0,64.0,70.0,21.0,125.0,53.0,88.0,34.0,75.0,8.0,21.0,28.0,14.0,24.0,20.0,81.0,26.0,77.0,68.0,13.0,124.0,119.0,105.0,66.0,91.0,8.0,11.0,12.0,33.0,1242610.0,1504207.709766
29304,5.0,10.0,31.0,32.0,5.0,59.0,70.0,58.0,20.0,95.0,68.0,46.0,51.0,60.0,9.0,14.0,35.0,19.0,29.0,22.0,61.0,34.0,54.0,67.0,29.0,112.0,130.0,115.0,58.0,105.0,9.0,8.0,7.0,36.0,1232010.0,1477858.621386
29305,13.0,20.0,31.0,32.0,6.0,61.0,89.0,59.0,15.0,100.0,54.0,57.0,58.0,66.0,7.0,12.0,39.0,14.0,31.0,19.0,62.0,22.0,61.0,82.0,18.0,113.0,120.0,85.0,68.0,88.0,11.0,10.0,8.0,31.0,1206230.0,1538625.859381
29306,7.0,13.0,39.0,47.0,4.0,63.0,79.0,76.0,19.0,94.0,56.0,70.0,65.0,75.0,8.0,21.0,24.0,25.0,24.0,21.0,75.0,20.0,57.0,64.0,27.0,126.0,117.0,99.0,48.0,57.0,13.0,9.0,7.0,40.0,1310727.0,1528822.400508
29307,8.0,20.0,42.0,39.0,7.0,56.0,95.0,82.0,23.0,97.0,53.0,59.0,38.0,73.0,10.0,18.0,31.0,16.0,24.0,26.0,68.0,29.0,62.0,61.0,28.0,141.0,107.0,116.0,66.0,52.0,9.0,12.0,8.0,38.0,1217146.0,1454291.564277
29308,20.0,8.0,25.0,33.0,6.0,44.0,87.0,62.0,28.0,88.0,59.0,51.0,52.0,71.0,8.0,17.0,25.0,16.0,28.0,25.0,68.0,23.0,64.0,60.0,13.0,134.0,107.0,99.0,49.0,56.0,10.0,10.0,4.0,54.0,1334375.0,1614001.18522
29309,14.0,18.0,37.0,34.0,4.0,53.0,88.0,73.0,22.0,108.0,50.0,63.0,37.0,80.0,7.0,14.0,27.0,14.0,21.0,26.0,64.0,38.0,62.0,65.0,23.0,125.0,125.0,104.0,62.0,90.0,12.0,11.0,12.0,28.0,1124315.0,1372184.101915
29310,16.0,10.0,50.0,35.0,6.0,64.0,85.0,77.0,22.0,138.0,63.0,47.0,45.0,77.0,12.0,18.0,37.0,22.0,42.0,15.0,76.0,22.0,77.0,68.0,16.0,137.0,168.0,116.0,79.0,95.0,9.0,14.0,12.0,39.0,1337092.0,1536907.652869
29311,10.0,12.0,34.0,36.0,4.0,61.0,71.0,64.0,20.0,85.0,47.0,61.0,66.0,71.0,8.0,15.0,35.0,15.0,19.0,18.0,71.0,24.0,63.0,66.0,15.0,113.0,102.0,91.0,57.0,90.0,7.0,12.0,8.0,37.0,1222290.0,1520576.111997
29312,10.0,15.0,34.0,36.0,9.0,83.0,66.0,79.0,17.0,96.0,52.0,68.0,57.0,57.0,10.0,17.0,35.0,18.0,18.0,20.0,66.0,26.0,53.0,71.0,17.0,153.0,119.0,94.0,48.0,69.0,8.0,11.0,7.0,42.0,1136465.0,1392683.887619
29313,14.0,12.0,41.0,40.0,6.0,79.0,81.0,90.0,25.0,100.0,63.0,60.0,45.0,82.0,8.0,18.0,38.0,26.0,40.0,28.0,70.0,31.0,71.0,68.0,20.0,153.0,159.0,126.0,85.0,102.0,8.0,12.0,9.0,40.0,1365341.0,1607545.178573
29314,12.0,14.0,31.0,35.0,4.0,55.0,75.0,54.0,19.0,108.0,57.0,71.0,31.0,66.0,10.0,15.0,32.0,14.0,35.0,17.0,56.0,18.0,50.0,65.0,24.0,129.0,120.0,98.0,75.0,80.0,8.0,8.0,9.0,33.0,1258853.0,1511996.686988
29315,7.0,10.0,30.0,23.0,7.0,40.0,62.0,62.0,17.0,99.0,50.0,46.0,31.0,77.0,7.0,15.0,23.0,18.0,27.0,19.0,55.0,24.0,57.0,52.0,8.0,113.0,94.0,60.0,53.0,57.0,7.0,7.0,9.0,36.0,1032371.0,1215534.510622
29316,9.0,17.0,36.0,33.0,6.0,64.0,60.0,79.0,24.0,107.0,59.0,75.0,47.0,64.0,12.0,18.0,43.0,30.0,33.0,18.0,71.0,24.0,68.0,82.0,22.0,134.0,145.0,112.0,80.0,105.0,10.0,12.0,21.0,36.0,1351461.0,1641729.399914
29317,9.0,11.0,28.0,36.0,8.0,67.0,70.0,69.0,29.0,103.0,65.0,58.0,47.0,66.0,8.0,14.0,26.0,16.0,23.0,25.0,77.0,26.0,58.0,77.0,16.0,132.0,113.0,96.0,83.0,95.0,7.0,9.0,9.0,56.0,1190863.0,1428808.03303
29318,9.0,16.0,40.0,22.0,6.0,50.0,86.0,68.0,15.0,101.0,40.0,63.0,29.0,52.0,11.0,14.0,17.0,17.0,14.0,26.0,73.0,27.0,54.0,63.0,8.0,92.0,98.0,94.0,55.0,61.0,5.0,13.0,7.0,35.0,1001056.0,1200880.757455
29319,6.0,11.0,33.0,33.0,8.0,69.0,79.0,69.0,19.0,105.0,57.0,56.0,56.0,67.0,9.0,13.0,27.0,17.0,22.0,16.0,69.0,16.0,55.0,71.0,12.0,176.0,136.0,91.0,64.0,101.0,7.0,12.0,7.0,32.0,1158576.0,1404396.744691
29320,8.0,11.0,37.0,18.0,11.0,67.0,101.0,55.0,25.0,93.0,52.0,55.0,25.0,58.0,22.0,18.0,33.0,18.0,18.0,9.0,77.0,26.0,69.0,70.0,17.0,121.0,123.0,112.0,53.0,84.0,8.0,7.0,6.0,41.0,1107972.0,1274226.702932
29321,11.0,11.0,35.0,28.0,4.0,50.0,76.0,50.0,24.0,93.0,52.0,56.0,41.0,55.0,9.0,14.0,26.0,24.0,24.0,15.0,73.0,44.0,56.0,64.0,26.0,148.0,116.0,97.0,61.0,83.0,16.0,11.0,11.0,36.0,1256608.0,1499270.000517
29322,8.0,14.0,35.0,28.0,5.0,56.0,69.0,61.0,18.0,87.0,60.0,55.0,40.0,53.0,15.0,17.0,43.0,15.0,25.0,22.0,59.0,26.0,59.0,68.0,21.0,149.0,136.0,74.0,48.0,67.0,10.0,7.0,10.0,26.0,1110440.0,1310036.017514
29323,18.0,8.0,32.0,36.0,7.0,56.0,104.0,80.0,22.0,120.0,59.0,79.0,56.0,82.0,8.0,18.0,31.0,17.0,27.0,31.0,74.0,21.0,73.0,95.0,27.0,121.0,121.0,133.0,64.0,83.0,9.0,13.0,7.0,32.0,1359562.0,1600118.12244
29324,9.0,29.0,36.0,38.0,4.0,57.0,87.0,108.0,29.0,114.0,61.0,67.0,46.0,76.0,9.0,21.0,39.0,19.0,26.0,26.0,72.0,40.0,61.0,62.0,22.0,145.0,146.0,104.0,59.0,87.0,10.0,9.0,7.0,29.0,1418650.0,1634585.490792
29325,11.0,11.0,48.0,37.0,9.0,66.0,77.0,55.0,18.0,89.0,50.0,66.0,39.0,55.0,9.0,19.0,28.0,17.0,23.0,19.0,61.0,23.0,69.0,87.0,27.0,145.0,126.0,96.0,62.0,86.0,10.0,9.0,10.0,37.0,1359924.0,1692862.159368
29326,10.0,10.0,28.0,31.0,3.0,64.0,78.0,59.0,20.0,134.0,65.0,65.0,44.0,71.0,6.0,17.0,19.0,14.0,30.0,30.0,62.0,21.0,60.0,74.0,21.0,142.0,116.0,99.0,62.0,54.0,6.0,10.0,7.0,40.0,1278460.0,1578217.333
29327,9.0,20.0,39.0,37.0,7.0,75.0,83.0,60.0,21.0,125.0,64.0,73.0,47.0,59.0,11.0,24.0,33.0,20.0,30.0,23.0,78.0,39.0,70.0,54.0,34.0,109.0,129.0,103.0,64.0,52.0,11.0,16.0,13.0,44.0,1267663.0,1615758.47754
29328,12.0,11.0,37.0,50.0,7.0,80.0,101.0,67.0,33.0,126.0,62.0,87.0,34.0,59.0,11.0,20.0,32.0,23.0,33.0,29.0,79.0,23.0,72.0,97.0,26.0,154.0,161.0,112.0,77.0,79.0,6.0,9.0,9.0,51.0,1304173.0,1578767.442335
29329,8.0,17.0,39.0,27.0,6.0,56.0,93.0,71.0,23.0,105.0,60.0,62.0,46.0,68.0,10.0,13.0,34.0,19.0,23.0,18.0,58.0,24.0,59.0,71.0,37.0,136.0,114.0,118.0,52.0,82.0,7.0,10.0,7.0,38.0,1175789.0,1473226.503138
29330,8.0,10.0,27.0,38.0,7.0,55.0,89.0,79.0,21.0,92.0,53.0,66.0,54.0,65.0,5.0,20.0,19.0,16.0,18.0,28.0,89.0,36.0,62.0,69.0,19.0,107.0,128.0,115.0,54.0,81.0,13.0,12.0,7.0,33.0,1228161.0,1489099.36137
29331,10.0,19.0,36.0,35.0,6.0,94.0,78.0,75.0,23.0,124.0,53.0,61.0,43.0,56.0,6.0,19.0,35.0,15.0,22.0,21.0,79.0,23.0,77.0,89.0,27.0,134.0,133.0,99.0,59.0,83.0,9.0,9.0,10.0,51.0,1142194.0,1400669.687195
29332,14.0,21.0,43.0,39.0,5.0,77.0,82.0,63.0,24.0,110.0,65.0,61.0,39.0,60.0,9.0,16.0,31.0,28.0,33.0,25.0,59.0,31.0,54.0,84.0,17.0,156.0,112.0,107.0,77.0,103.0,8.0,8.0,9.0,41.0,1250995.0,1527134.14189
29333,17.0,18.0,34.0,39.0,10.0,68.0,86.0,60.0,18.0,76.0,53.0,47.0,42.0,58.0,10.0,16.0,22.0,19.0,27.0,20.0,74.0,22.0,61.0,65.0,12.0,136.0,111.0,95.0,73.0,70.0,10.0,12.0,9.0,36.0,1022222.0,1263947.935139
29334,9.0,11.0,42.0,40.0,7.0,79.0,86.0,70.0,20.0,109.0,53.0,60.0,42.0,82.0,14.0,17.0,33.0,26.0,27.0,27.0,78.0,30.0,69.0,61.0,11.0,144.0,130.0,111.0,81.0,89.0,10.0,12.0,8.0,36.0,1019809.0,1206567.333291
29335,9.0,10.0,32.0,36.0,6.0,52.0,75.0,66.0,25.0,93.0,42.0,69.0,42.0,65.0,6.0,13.0,21.0,17.0,33.0,20.0,64.0,25.0,64.0,60.0,9.0,109.0,113.0,100.0,55.0,75.0,6.0,10.0,8.0,33.0,1134131.0,1385868.931057
29336,13.0,19.0,31.0,36.0,5.0,53.0,69.0,70.0,22.0,95.0,46.0,71.0,36.0,63.0,16.0,15.0,19.0,19.0,19.0,30.0,68.0,29.0,50.0,56.0,16.0,120.0,119.0,79.0,64.0,51.0,9.0,11.0,6.0,33.0,1140483.0,1382949.817483
29337,9.0,20.0,32.0,27.0,6.0,73.0,85.0,88.0,21.0,97.0,51.0,59.0,46.0,86.0,8.0,21.0,42.0,23.0,26.0,15.0,89.0,21.0,65.0,69.0,15.0,124.0,124.0,98.0,69.0,76.0,9.0,12.0,11.0,37.0,1238737.0,1469677.841257
29338,11.0,13.0,33.0,25.0,3.0,63.0,88.0,71.0,25.0,103.0,47.0,61.0,44.0,64.0,8.0,16.0,33.0,15.0,19.0,25.0,71.0,24.0,65.0,50.0,24.0,120.0,117.0,96.0,66.0,63.0,9.0,10.0,6.0,34.0,1300026.0,1568329.486041
29339,8.0,11.0,38.0,27.0,5.0,57.0,77.0,54.0,18.0,82.0,64.0,55.0,36.0,64.0,7.0,17.0,22.0,18.0,16.0,17.0,62.0,33.0,62.0,66.0,28.0,133.0,125.0,74.0,49.0,82.0,6.0,8.0,7.0,34.0,1142334.0,1344324.604391
29340,9.0,17.0,45.0,36.0,4.0,85.0,114.0,83.0,27.0,155.0,64.0,70.0,62.0,89.0,15.0,20.0,42.0,28.0,33.0,28.0,99.0,36.0,91.0,89.0,29.0,132.0,160.0,128.0,86.0,127.0,9.0,13.0,12.0,47.0,1504331.0,1720475.020893
29341,18.0,11.0,44.0,32.0,7.0,69.0,116.0,89.0,25.0,115.0,67.0,79.0,58.0,58.0,11.0,22.0,53.0,21.0,31.0,26.0,80.0,32.0,78.0,94.0,33.0,142.0,151.0,120.0,62.0,114.0,11.0,14.0,10.0,31.0,1384668.0,1657747.846517
29342,13.0,13.0,34.0,27.0,5.0,51.0,108.0,63.0,21.0,122.0,75.0,82.0,51.0,72.0,12.0,19.0,25.0,21.0,25.0,24.0,90.0,22.0,68.0,71.0,23.0,120.0,138.0,118.0,56.0,75.0,8.0,11.0,8.0,56.0,1255497.0,1462374.238468
29343,14.0,15.0,35.0,42.0,3.0,67.0,92.0,73.0,22.0,93.0,121.0,76.0,39.0,81.0,7.0,15.0,31.0,15.0,32.0,27.0,67.0,27.0,54.0,64.0,20.0,144.0,120.0,96.0,65.0,81.0,8.0,10.0,12.0,49.0,1193013.0,1452150.495029
29344,9.0,11.0,29.0,40.0,5.0,64.0,83.0,74.0,23.0,117.0,61.0,56.0,35.0,67.0,11.0,25.0,32.0,16.0,18.0,20.0,71.0,23.0,61.0,63.0,19.0,151.0,121.0,98.0,58.0,86.0,8.0,12.0,8.0,26.0,1195955.0,1465562.305348
29345,22.0,15.0,36.0,31.0,15.0,83.0,118.0,80.0,33.0,130.0,61.0,71.0,42.0,77.0,10.0,20.0,24.0,27.0,28.0,30.0,64.0,30.0,76.0,70.0,22.0,133.0,164.0,93.0,74.0,70.0,7.0,11.0,6.0,47.0,1388980.0,1698101.368667
29346,9.0,15.0,42.0,41.0,6.0,58.0,81.0,74.0,20.0,118.0,60.0,79.0,63.0,61.0,12.0,17.0,30.0,21.0,33.0,33.0,76.0,25.0,64.0,68.0,24.0,150.0,115.0,106.0,71.0,80.0,8.0,10.0,20.0,40.0,1233702.0,1532591.795382
29347,22.0,9.0,36.0,45.0,5.0,64.0,104.0,80.0,31.0,144.0,72.0,66.0,39.0,95.0,6.0,21.0,40.0,27.0,34.0,31.0,76.0,22.0,70.0,64.0,16.0,140.0,151.0,101.0,77.0,112.0,9.0,7.0,11.0,47.0,1322096.0,1592676.796219
29348,15.0,22.0,40.0,24.0,5.0,46.0,72.0,68.0,26.0,84.0,62.0,56.0,33.0,69.0,9.0,12.0,22.0,15.0,25.0,17.0,56.0,24.0,59.0,74.0,28.0,136.0,121.0,99.0,42.0,83.0,8.0,8.0,11.0,38.0,1366080.0,1613430.234842
29349,13.0,12.0,32.0,44.0,4.0,61.0,82.0,85.0,19.0,141.0,60.0,80.0,52.0,65.0,6.0,17.0,28.0,21.0,16.0,31.0,74.0,19.0,56.0,71.0,25.0,123.0,124.0,102.0,61.0,81.0,10.0,10.0,9.0,34.0,1244835.0,1491894.228806
29350,9.0,9.0,31.0,33.0,9.0,59.0,93.0,79.0,21.0,115.0,56.0,68.0,40.0,72.0,8.0,12.0,29.0,21.0,22.0,22.0,58.0,27.0,53.0,60.0,19.0,113.0,123.0,78.0,48.0,72.0,8.0,8.0,8.0,38.0,1294988.0,1546666.967299
29351,7.0,10.0,28.0,32.0,4.0,52.0,71.0,63.0,18.0,98.0,51.0,39.0,35.0,59.0,8.0,16.0,26.0,17.0,13.0,15.0,65.0,20.0,60.0,60.0,28.0,115.0,102.0,77.0,60.0,79.0,12.0,8.0,13.0,36.0,1135378.0,1286836.441878
29352,12.0,10.0,23.0,27.0,7.0,53.0,52.0,59.0,15.0,78.0,39.0,60.0,36.0,56.0,9.0,15.0,23.0,14.0,20.0,15.0,68.0,20.0,61.0,53.0,14.0,84.0,108.0,71.0,65.0,70.0,9.0,9.0,16.0,37.0,1021253.0,1394140.986095
29353,7.0,17.0,44.0,29.0,3.0,77.0,87.0,58.0,25.0,118.0,61.0,62.0,44.0,66.0,9.0,22.0,29.0,23.0,37.0,23.0,70.0,31.0,70.0,71.0,20.0,131.0,134.0,106.0,70.0,65.0,7.0,9.0,12.0,31.0,1216804.0,1521542.085068
29354,13.0,14.0,27.0,34.0,8.0,62.0,103.0,53.0,19.0,117.0,55.0,55.0,54.0,76.0,23.0,20.0,28.0,13.0,29.0,20.0,93.0,27.0,67.0,70.0,11.0,125.0,151.0,115.0,74.0,70.0,13.0,14.0,7.0,39.0,1190661.0,1423049.114437
29355,15.0,12.0,37.0,36.0,6.0,64.0,92.0,66.0,16.0,100.0,61.0,56.0,44.0,79.0,21.0,25.0,22.0,20.0,20.0,22.0,87.0,22.0,69.0,72.0,28.0,133.0,121.0,109.0,82.0,115.0,9.0,7.0,8.0,31.0,1226808.0,1540298.403954
29356,11.0,15.0,32.0,36.0,6.0,54.0,70.0,49.0,20.0,92.0,52.0,63.0,48.0,46.0,8.0,13.0,20.0,14.0,19.0,24.0,55.0,21.0,46.0,61.0,29.0,108.0,105.0,78.0,51.0,57.0,7.0,8.0,9.0,30.0,1253738.0,1598767.934909
29357,13.0,16.0,43.0,41.0,10.0,101.0,94.0,75.0,19.0,117.0,59.0,53.0,43.0,71.0,15.0,22.0,24.0,17.0,27.0,17.0,73.0,26.0,78.0,69.0,27.0,127.0,130.0,96.0,64.0,62.0,12.0,10.0,8.0,44.0,1377464.0,1767715.567185
29358,10.0,15.0,34.0,29.0,4.0,58.0,68.0,54.0,17.0,99.0,62.0,61.0,40.0,51.0,10.0,17.0,24.0,17.0,20.0,25.0,65.0,21.0,56.0,55.0,9.0,112.0,116.0,90.0,54.0,66.0,8.0,8.0,9.0,46.0,1150881.0,1375635.143148
29359,9.0,13.0,47.0,46.0,8.0,69.0,110.0,86.0,29.0,116.0,76.0,74.0,48.0,78.0,9.0,28.0,40.0,29.0,43.0,31.0,83.0,37.0,71.0,100.0,33.0,171.0,145.0,140.0,83.0,109.0,10.0,13.0,6.0,53.0,1359224.0,1629291.780694
29360,12.0,10.0,36.0,95.0,10.0,45.0,53.0,59.0,17.0,95.0,36.0,72.0,27.0,57.0,13.0,15.0,17.0,24.0,18.0,15.0,61.0,18.0,66.0,48.0,15.0,101.0,124.0,83.0,64.0,63.0,8.0,18.0,2.0,16.0,1023871.0,1537564.007684
29361,13.0,6.0,35.0,39.0,6.0,66.0,75.0,75.0,17.0,91.0,51.0,75.0,35.0,70.0,7.0,18.0,23.0,13.0,27.0,26.0,79.0,19.0,65.0,70.0,17.0,269.0,125.0,109.0,72.0,86.0,8.0,9.0,9.0,28.0,1301637.0,1695224.449191
29362,7.0,10.0,41.0,46.0,9.0,53.0,82.0,77.0,24.0,125.0,64.0,52.0,36.0,97.0,14.0,17.0,29.0,19.0,32.0,26.0,80.0,21.0,61.0,74.0,19.0,133.0,138.0,107.0,68.0,78.0,15.0,18.0,8.0,33.0,1291760.0,1592675.088781
29363,9.0,10.0,35.0,36.0,5.0,55.0,85.0,63.0,26.0,88.0,57.0,72.0,28.0,54.0,9.0,14.0,30.0,16.0,23.0,23.0,86.0,20.0,62.0,70.0,9.0,107.0,141.0,103.0,69.0,89.0,9.0,13.0,8.0,36.0,1122856.0,1455829.141535
29364,6.0,12.0,26.0,35.0,10.0,74.0,58.0,52.0,15.0,87.0,50.0,58.0,41.0,45.0,7.0,13.0,18.0,12.0,15.0,19.0,56.0,17.0,48.0,73.0,14.0,95.0,87.0,91.0,56.0,57.0,8.0,13.0,8.0,40.0,999677.0,1298326.360588
29365,13.0,26.0,31.0,31.0,7.0,67.0,80.0,77.0,25.0,93.0,48.0,54.0,38.0,68.0,9.0,18.0,32.0,28.0,33.0,25.0,61.0,21.0,54.0,59.0,15.0,119.0,114.0,105.0,63.0,88.0,8.0,29.0,9.0,33.0,1115848.0,1354478.782361
29366,11.0,11.0,31.0,28.0,5.0,57.0,74.0,59.0,19.0,100.0,55.0,56.0,38.0,64.0,6.0,17.0,29.0,19.0,25.0,26.0,71.0,25.0,65.0,55.0,12.0,127.0,113.0,78.0,56.0,85.0,7.0,11.0,9.0,21.0,1077013.0,1318513.497537
29367,9.0,12.0,33.0,42.0,8.0,64.0,77.0,58.0,24.0,126.0,57.0,59.0,39.0,59.0,9.0,16.0,27.0,20.0,37.0,25.0,68.0,22.0,56.0,88.0,23.0,109.0,111.0,98.0,63.0,78.0,9.0,11.0,10.0,39.0,1412999.0,1768831.437864
29368,17.0,10.0,44.0,35.0,6.0,63.0,125.0,70.0,29.0,98.0,61.0,59.0,42.0,71.0,8.0,46.0,30.0,20.0,29.0,17.0,66.0,32.0,70.0,69.0,26.0,115.0,123.0,119.0,63.0,91.0,6.0,9.0,8.0,52.0,1444029.0,1757547.632071
29369,11.0,7.0,27.0,34.0,6.0,51.0,77.0,64.0,24.0,95.0,51.0,49.0,54.0,60.0,11.0,13.0,23.0,15.0,23.0,20.0,63.0,15.0,54.0,75.0,11.0,104.0,115.0,112.0,46.0,68.0,8.0,8.0,12.0,46.0,1072810.0,1276871.953244
29370,13.0,11.0,32.0,26.0,6.0,61.0,103.0,63.0,19.0,87.0,57.0,43.0,41.0,70.0,12.0,18.0,23.0,15.0,24.0,18.0,66.0,18.0,62.0,64.0,22.0,146.0,116.0,93.0,62.0,68.0,6.0,14.0,9.0,48.0,1201907.0,1473279.496941
29371,11.0,11.0,26.0,32.0,6.0,56.0,92.0,43.0,29.0,95.0,47.0,64.0,45.0,57.0,8.0,13.0,18.0,18.0,20.0,26.0,54.0,28.0,51.0,67.0,22.0,119.0,125.0,97.0,49.0,59.0,10.0,11.0,7.0,28.0,1034844.0,1362977.763644
29372,10.0,13.0,31.0,29.0,4.0,71.0,71.0,66.0,18.0,88.0,34.0,69.0,29.0,68.0,11.0,17.0,30.0,13.0,29.0,17.0,78.0,26.0,86.0,50.0,8.0,120.0,123.0,75.0,71.0,58.0,5.0,17.0,8.0,27.0,1104856.0,1528395.876321
29373,8.0,16.0,38.0,32.0,6.0,57.0,86.0,64.0,25.0,94.0,51.0,69.0,54.0,62.0,15.0,17.0,30.0,14.0,17.0,29.0,51.0,28.0,51.0,70.0,22.0,131.0,105.0,104.0,50.0,73.0,9.0,10.0,7.0,43.0,1126978.0,1317021.058643
29374,29.0,16.0,69.0,38.0,6.0,71.0,103.0,66.0,30.0,136.0,84.0,66.0,53.0,90.0,7.0,24.0,38.0,23.0,29.0,27.0,135.0,29.0,117.0,92.0,38.0,158.0,179.0,132.0,111.0,111.0,14.0,13.0,30.0,47.0,1400137.0,1799852.501532
29375,4.0,12.0,33.0,24.0,6.0,61.0,62.0,69.0,18.0,95.0,52.0,51.0,41.0,53.0,6.0,18.0,30.0,11.0,19.0,18.0,55.0,25.0,47.0,60.0,21.0,116.0,121.0,82.0,43.0,64.0,10.0,12.0,9.0,51.0,1234496.0,1445064.614163
29376,15.0,16.0,40.0,48.0,13.0,64.0,101.0,77.0,27.0,138.0,69.0,76.0,47.0,78.0,11.0,19.0,38.0,25.0,22.0,35.0,81.0,37.0,75.0,88.0,31.0,167.0,153.0,120.0,73.0,83.0,10.0,13.0,13.0,45.0,1335701.0,1569179.438113
29377,14.0,15.0,39.0,25.0,10.0,65.0,89.0,67.0,22.0,107.0,52.0,51.0,46.0,60.0,11.0,16.0,23.0,13.0,20.0,12.0,69.0,26.0,55.0,71.0,15.0,124.0,129.0,122.0,54.0,64.0,7.0,10.0,7.0,36.0,1204493.0,1495173.463117
29378,8.0,21.0,31.0,37.0,5.0,65.0,95.0,74.0,17.0,124.0,59.0,67.0,48.0,67.0,8.0,16.0,29.0,16.0,23.0,22.0,69.0,26.0,73.0,85.0,12.0,119.0,138.0,101.0,63.0,74.0,10.0,9.0,13.0,35.0,1210706.0,1475858.612586
29379,8.0,14.0,26.0,34.0,4.0,52.0,80.0,54.0,24.0,106.0,53.0,59.0,35.0,58.0,8.0,16.0,31.0,16.0,21.0,24.0,55.0,26.0,52.0,69.0,26.0,101.0,102.0,95.0,51.0,70.0,10.0,8.0,5.0,59.0,1342731.0,1613801.792697
