rh.aparc.curvind,rh_bankssts_curvind,rh_caudalanteriorcingulate_curvind,rh_caudalmiddlefrontal_curvind,rh_cuneus_curvind,rh_entorhinal_curvind,rh_fusiform_curvind,rh_inferiorparietal_curvind,rh_inferiortemporal_curvind,rh_isthmuscingulate_curvind,rh_lateraloccipital_curvind,rh_lateralorbitofrontal_curvind,rh_lingual_curvind,rh_medialorbitofrontal_curvind,rh_middletemporal_curvind,rh_parahippocampal_curvind,rh_paracentral_curvind,rh_parsopercularis_curvind,rh_parsorbitalis_curvind,rh_parstriangularis_curvind,rh_pericalcarine_curvind,rh_postcentral_curvind,rh_posteriorcingulate_curvind,rh_precentral_curvind,rh_precuneus_curvind,rh_rostralanteriorcingulate_curvind,rh_rostralmiddlefrontal_curvind,rh_superiorfrontal_curvind,rh_superiorparietal_curvind,rh_superiortemporal_curvind,rh_supramarginal_curvind,rh_frontalpole_curvind,rh_temporalpole_curvind,rh_transversetemporal_curvind,rh_insula_curvind,BrainSegVolNotVent,eTIV
29294,1.4,0.9,3.0,3.4,1.0,5.4,6.5,6.2,1.6,8.9,9.4,5.7,3.3,4.9,0.9,1.7,1.1,1.6,1.8,3.5,7.2,1.9,6.7,5.0,1.2,10.2,10.4,7.0,4.7,5.3,0.6,1.2,0.5,3.7,1208144.0,1475909.663182
29295,1.1,1.0,4.5,3.7,1.5,8.1,11.7,8.8,2.0,11.5,5.2,7.3,5.6,8.6,1.5,2.8,3.0,1.7,2.5,2.3,8.2,2.6,9.6,7.8,0.9,12.7,15.6,9.4,7.4,7.0,1.0,1.6,1.3,3.5,1067894.0,1478204.851463
29296,1.5,1.2,2.2,3.3,1.8,6.3,8.5,5.7,1.8,9.2,8.3,6.7,3.4,5.2,1.2,1.7,1.6,1.7,2.2,2.9,5.5,2.2,6.7,5.6,1.6,12.0,8.9,7.2,7.0,5.8,0.5,1.6,0.7,3.6,1153604.0,1388882.898934
29297,1.0,1.0,2.3,2.5,0.5,5.6,6.3,5.5,1.3,6.0,5.8,4.8,4.2,4.6,1.0,1.6,1.8,1.7,2.6,2.0,4.3,1.6,5.4,4.8,1.2,8.0,8.5,6.6,3.9,4.6,0.5,1.7,0.4,2.4,1078150.0,1306137.933766
29298,0.8,1.1,3.0,3.0,0.4,4.7,5.9,4.7,1.4,8.6,4.7,4.8,4.7,4.8,0.7,1.9,1.6,1.5,2.0,2.4,4.8,2.5,5.5,4.9,1.1,9.4,10.6,6.7,5.2,4.7,0.7,1.1,0.6,3.5,1132978.0,1369202.976477
29299,1.0,0.7,3.2,2.7,0.4,3.4,6.2,6.0,1.4,6.5,5.9,6.3,5.6,5.2,0.9,1.6,2.6,1.5,2.3,2.0,5.1,2.0,5.3,4.3,0.8,8.4,9.5,6.6,4.2,5.0,1.0,0.7,0.4,3.1,1027711.0,1192115.44235
29300,0.9,1.3,3.2,3.4,1.1,5.3,11.1,8.9,1.4,8.5,5.7,4.8,3.8,5.8,0.8,1.8,1.8,1.4,2.4,2.7,5.2,2.0,6.3,4.6,1.1,8.7,10.0,7.0,3.8,3.8,1.0,1.2,0.4,3.5,1189638.0,1428552.984109
29301,1.1,1.5,3.1,2.6,0.9,6.1,9.6,7.4,1.6,8.1,7.5,5.9,4.5,5.8,0.8,2.1,1.8,1.9,2.6,1.7,7.3,2.5,6.6,7.7,1.8,10.9,9.9,8.5,4.6,6.3,1.0,0.9,0.5,4.0,1213074.0,1386286.046373
29302,1.0,0.9,4.6,3.9,0.8,7.1,9.1,4.8,1.8,8.6,7.8,7.4,4.0,5.4,0.9,2.8,2.2,1.8,2.2,3.0,6.3,2.5,8.1,7.4,1.2,12.4,13.6,8.8,5.6,8.3,0.4,1.6,0.9,5.8,1274658.0,1629449.201084
29303,1.5,1.1,3.2,3.6,0.7,5.6,8.7,8.0,1.5,12.2,6.5,7.9,4.2,6.8,1.0,2.5,2.2,1.8,3.2,3.0,6.9,1.8,8.5,7.5,1.4,14.7,14.8,10.1,6.1,6.9,0.9,1.8,0.8,3.7,1242610.0,1504207.709766
29304,0.7,0.6,3.2,3.2,1.2,4.7,9.4,6.3,1.7,8.9,7.9,5.8,4.4,5.4,0.6,1.9,2.1,2.0,3.8,2.8,5.2,1.7,5.8,6.4,1.0,9.8,11.8,9.4,4.6,5.6,0.8,0.8,0.5,5.1,1232010.0,1477858.621386
29305,1.7,0.7,2.9,3.8,0.7,5.3,9.8,4.6,1.3,10.3,5.9,6.3,4.1,4.9,0.7,2.2,2.3,2.3,3.4,2.9,4.7,1.9,5.6,7.1,1.1,10.5,11.2,6.3,5.0,4.6,0.7,1.5,0.7,4.1,1206230.0,1538625.859381
29306,0.8,1.1,3.0,3.3,1.0,5.4,8.6,5.1,1.4,8.2,7.8,6.3,4.5,5.4,0.9,2.0,1.7,1.5,1.9,2.7,4.9,2.1,5.6,5.8,0.9,11.2,11.0,6.9,4.8,5.5,0.6,1.0,0.7,4.0,1310727.0,1528822.400508
29307,1.2,1.4,2.5,3.6,1.3,5.4,8.9,6.2,1.4,8.3,6.0,7.1,5.0,5.9,0.8,2.0,2.2,1.8,2.9,2.6,6.0,2.2,6.9,7.0,1.2,9.7,11.7,10.5,4.9,6.8,1.1,2.2,0.6,4.0,1217146.0,1454291.564277
29308,0.8,0.8,3.2,2.9,1.7,5.7,8.8,6.5,1.8,8.2,6.1,7.0,4.7,5.5,1.1,1.5,2.1,1.8,2.1,3.1,6.8,1.8,7.4,6.8,1.8,10.9,12.4,9.8,5.6,6.9,1.5,1.5,0.9,5.1,1334375.0,1614001.18522
29309,1.3,0.8,3.6,3.3,0.4,5.3,8.5,6.1,1.5,8.7,5.5,5.5,5.2,5.8,0.5,2.1,1.8,1.3,2.2,3.1,5.4,2.1,5.7,7.1,0.8,13.2,13.3,9.6,4.6,5.3,0.8,1.6,0.4,3.0,1124315.0,1372184.101915
29310,1.3,1.0,4.6,2.8,1.4,6.1,9.3,6.7,1.3,10.3,6.8,5.4,5.0,6.2,1.0,1.8,1.9,1.6,3.3,2.2,5.2,2.4,7.2,5.6,1.6,9.6,14.0,7.5,5.3,5.4,0.5,1.5,0.5,6.6,1337092.0,1536907.652869
29311,1.3,1.3,4.0,4.4,1.5,5.5,8.4,5.8,2.6,9.7,9.6,7.5,4.3,6.0,1.2,3.1,3.1,1.5,2.3,3.3,7.2,2.4,10.0,7.6,1.1,12.6,15.2,11.2,7.6,7.2,0.9,1.9,0.9,5.8,1222290.0,1520576.111997
29312,0.8,0.9,3.0,2.7,0.6,5.4,6.1,7.7,1.2,7.3,6.7,6.8,6.5,4.6,0.9,2.0,1.7,1.1,1.6,3.0,5.7,2.2,5.9,4.8,1.7,10.0,10.9,6.9,4.1,5.8,0.6,0.9,0.5,3.7,1136465.0,1392683.887619
29313,1.1,1.2,3.1,2.8,0.8,6.3,10.7,6.9,1.4,7.5,9.5,6.1,5.0,6.1,0.7,2.5,2.1,1.8,2.4,2.9,5.8,2.3,7.7,7.9,1.5,13.9,16.3,10.5,5.2,5.2,0.7,1.2,0.6,4.4,1365341.0,1607545.178573
29314,1.4,1.0,2.8,3.9,0.9,6.2,8.5,5.1,1.2,11.0,7.3,7.9,5.2,5.6,0.8,2.0,1.7,1.4,2.8,3.3,5.5,2.3,6.2,6.2,1.1,12.1,11.5,8.0,5.3,5.2,1.1,2.2,0.6,3.6,1258853.0,1511996.686988
29315,0.7,0.6,3.1,2.5,1.4,3.8,5.8,5.7,1.3,9.1,5.1,5.6,4.4,5.1,0.9,2.1,1.9,1.7,2.4,3.6,5.4,1.9,6.6,5.3,0.6,9.4,10.1,6.0,4.6,3.8,0.6,2.0,0.9,4.2,1032371.0,1215534.510622
29316,0.8,0.8,3.6,3.7,1.7,4.8,9.0,7.4,1.6,10.1,7.7,6.7,4.7,5.8,1.3,2.1,2.6,2.5,2.5,3.1,6.3,2.1,6.7,6.4,0.9,12.7,14.5,10.2,6.4,5.7,1.2,1.2,0.6,4.1,1351461.0,1641729.399914
29317,1.0,0.7,2.9,3.1,0.7,5.5,6.9,6.6,1.6,8.8,7.7,6.1,4.4,5.7,0.7,1.9,1.4,1.8,3.2,2.8,5.4,1.9,6.1,6.9,0.9,12.6,11.6,8.0,5.5,6.9,0.8,1.2,0.5,4.4,1190863.0,1428808.03303
29318,0.6,0.6,3.6,3.1,1.4,4.1,7.4,5.9,1.2,11.7,6.2,8.8,4.0,4.2,1.0,2.3,1.9,1.5,1.7,2.7,5.2,2.0,5.6,6.3,0.4,9.7,10.1,8.2,4.5,3.9,1.7,1.7,0.4,3.1,1001056.0,1200880.757455
29319,0.9,1.4,3.5,2.9,1.4,5.8,9.2,6.5,1.4,9.1,6.8,5.2,5.3,5.8,1.1,1.8,2.0,1.5,1.9,1.9,5.5,2.0,6.0,6.4,0.6,10.7,13.3,7.7,5.3,5.0,0.9,1.6,0.6,4.7,1158576.0,1404396.744691
29320,1.0,0.9,2.9,2.7,1.3,5.8,10.3,5.5,1.6,9.2,6.9,5.6,5.1,6.0,1.4,2.6,2.2,1.6,2.4,1.4,6.9,2.7,6.8,9.2,1.5,9.4,13.5,9.7,5.8,6.1,1.3,1.7,0.4,4.9,1107972.0,1274226.702932
29321,1.0,1.0,2.9,3.4,0.7,3.4,9.0,5.4,1.2,8.9,6.8,5.8,3.7,4.9,0.7,2.0,1.7,2.2,1.8,2.7,6.5,1.9,6.2,6.4,1.0,13.4,11.5,7.9,3.4,5.9,0.8,0.9,0.5,3.7,1256608.0,1499270.000517
29322,0.8,0.9,3.1,2.1,0.6,4.7,7.1,4.6,1.0,7.2,5.3,5.4,5.8,4.8,0.7,1.7,1.5,1.4,2.1,2.0,4.8,2.1,5.1,5.6,0.7,11.1,11.2,7.5,4.0,4.3,0.6,1.2,0.5,3.0,1110440.0,1310036.017514
29323,1.3,1.3,4.3,4.3,0.8,6.3,8.8,6.3,2.1,9.5,8.3,8.7,3.4,6.4,0.7,2.0,2.1,1.2,2.8,4.1,7.6,2.1,8.0,7.6,1.5,13.2,13.4,10.8,5.9,7.3,0.9,1.7,0.5,3.4,1359562.0,1600118.12244
29324,1.0,0.7,3.2,2.7,0.6,4.6,8.7,6.0,1.2,11.2,8.6,6.8,4.6,6.0,0.6,2.3,1.6,1.9,2.6,2.9,5.1,1.6,6.3,6.5,1.3,13.1,13.9,7.5,5.4,6.7,0.8,1.1,0.5,4.1,1418650.0,1634585.490792
29325,0.9,0.7,3.5,2.8,0.9,4.0,7.9,6.5,1.0,9.3,5.5,6.0,5.1,5.2,0.8,2.0,1.8,1.4,2.3,2.5,5.3,1.6,6.3,6.8,1.3,10.8,12.3,7.9,5.4,5.6,0.6,2.0,0.6,3.6,1359924.0,1692862.159368
29326,1.1,1.1,3.2,3.7,0.7,4.8,9.3,6.6,1.3,13.0,7.0,7.1,4.1,4.8,0.6,2.7,1.7,1.7,2.7,4.3,5.5,2.1,6.3,7.3,1.8,12.9,12.3,8.6,5.3,7.1,1.4,1.1,0.7,5.0,1278460.0,1578217.333
29327,1.1,0.7,2.9,3.6,0.9,5.8,10.5,6.6,1.3,10.3,9.0,7.8,4.0,5.6,0.8,3.0,1.5,2.1,3.0,3.1,6.5,2.5,7.9,6.4,1.0,11.2,14.5,9.3,5.2,4.0,1.3,0.8,0.5,4.7,1267663.0,1615758.47754
29328,1.3,1.4,3.3,4.6,1.4,6.2,8.5,7.0,2.1,10.7,6.8,9.8,4.9,5.6,1.3,2.8,3.1,1.8,3.8,5.2,7.0,3.0,5.9,8.2,1.5,14.7,14.1,10.8,5.7,6.6,1.0,1.6,0.7,6.2,1304173.0,1578767.442335
29329,1.3,0.8,3.1,2.6,0.8,4.7,9.1,5.5,1.6,8.6,6.1,6.0,4.0,5.5,0.8,1.9,1.7,1.3,2.1,1.8,5.9,2.2,6.3,5.9,1.4,9.1,10.3,8.3,3.8,5.1,1.0,1.0,0.5,3.6,1175789.0,1473226.503138
29330,1.2,1.3,2.9,4.1,1.2,5.9,12.2,6.6,2.3,9.6,7.4,5.9,7.1,7.8,0.9,2.8,2.3,2.2,2.9,2.9,7.1,2.7,8.6,8.3,1.6,15.0,13.4,10.2,7.3,7.5,1.5,2.3,0.6,5.6,1228161.0,1489099.36137
29331,1.4,1.0,3.7,3.4,1.3,6.2,8.2,7.0,1.7,9.4,5.9,7.9,6.2,5.9,0.9,2.4,2.4,1.6,2.0,3.7,5.3,2.0,7.9,6.6,1.3,12.6,13.2,7.6,5.6,6.5,1.1,0.7,0.6,4.7,1142194.0,1400669.687195
29332,1.3,0.9,2.3,3.9,1.1,4.8,6.7,5.2,1.5,9.2,6.4,6.8,3.3,5.4,0.8,2.0,1.9,1.7,3.3,3.6,5.2,1.7,5.7,7.0,1.6,11.3,10.4,8.1,4.6,4.9,0.7,1.0,0.6,4.2,1250995.0,1527134.14189
29333,0.9,0.9,3.2,2.6,0.9,4.1,7.5,5.1,1.1,6.1,5.0,5.8,5.7,5.6,1.0,1.7,1.6,1.4,1.5,1.9,5.6,1.6,6.1,4.9,1.2,11.1,10.9,6.8,5.0,6.0,0.7,1.8,0.6,5.9,1022222.0,1263947.935139
29334,1.1,1.1,2.6,3.4,1.1,4.9,7.8,5.4,1.4,10.0,6.7,6.4,4.7,4.9,0.7,1.7,1.4,2.0,1.7,3.9,6.1,1.9,6.5,6.6,0.7,12.9,10.3,8.0,4.9,4.9,1.1,1.9,0.6,3.7,1019809.0,1206567.333291
29335,1.6,1.1,2.2,2.7,0.5,4.5,8.1,5.6,1.4,10.2,4.5,5.6,4.6,5.4,0.8,1.4,1.9,1.3,2.0,2.7,5.3,1.9,5.7,7.4,1.2,10.4,9.7,9.4,5.4,5.2,1.2,2.1,0.3,4.2,1134131.0,1385868.931057
29336,1.4,0.8,3.4,3.4,0.5,4.4,7.1,5.8,1.3,8.8,8.2,6.9,3.5,5.2,0.9,1.8,1.7,1.2,1.7,3.5,4.9,2.2,5.9,5.1,1.0,8.7,11.7,6.9,5.9,5.0,0.6,1.0,0.5,4.4,1140483.0,1382949.817483
29337,1.2,0.8,3.2,2.8,0.8,6.5,9.9,6.8,1.6,9.7,6.8,5.8,5.4,6.7,0.9,1.9,2.4,1.8,2.6,2.5,6.4,1.8,6.5,6.7,1.0,11.7,11.7,9.2,5.9,5.6,0.8,1.7,0.6,4.9,1238737.0,1469677.841257
29338,1.6,1.3,3.1,3.7,0.8,6.3,10.7,6.8,1.6,9.5,6.2,6.2,5.3,6.3,0.9,2.6,2.2,1.7,2.6,2.9,7.2,3.1,8.6,5.2,1.4,12.4,12.2,8.7,5.3,5.8,1.1,2.2,0.7,6.9,1300026.0,1568329.486041
29339,1.4,1.3,2.9,2.6,0.8,4.8,7.4,5.6,1.6,7.9,7.9,6.1,3.2,3.6,0.9,2.1,1.9,1.4,1.7,2.8,5.4,1.7,5.5,5.0,0.9,11.1,10.3,6.5,3.9,5.2,0.6,1.3,0.5,4.4,1142334.0,1344324.604391
29340,1.8,0.7,4.6,3.3,0.4,6.0,12.2,7.6,2.4,13.4,6.6,8.5,5.0,7.2,0.8,2.3,2.6,1.6,2.3,3.7,8.1,2.0,8.4,9.0,1.2,12.4,14.9,8.7,6.9,6.4,1.0,0.9,0.6,5.5,1504331.0,1720475.020893
29341,1.3,1.3,4.3,3.1,1.1,6.3,10.9,7.6,1.7,11.6,7.4,6.2,5.4,8.0,0.8,2.7,2.8,2.1,3.3,2.6,8.9,3.0,8.3,8.5,2.0,16.7,14.9,9.9,6.0,7.6,1.5,1.3,0.6,4.5,1384668.0,1657747.846517
29342,1.6,1.5,3.7,3.0,0.8,6.4,9.7,6.7,1.6,10.8,10.2,7.3,5.7,7.3,0.8,2.4,1.9,1.9,2.6,2.8,8.4,2.3,7.7,7.0,1.1,11.4,12.2,8.1,4.8,6.1,0.8,2.5,0.6,5.1,1255497.0,1462374.238468
29343,1.3,0.8,3.5,3.1,0.4,5.3,8.3,6.4,1.3,8.7,6.7,6.1,5.0,6.1,0.9,2.0,1.9,1.3,1.7,2.6,5.5,2.1,6.1,6.2,0.9,12.2,11.8,8.2,5.6,6.9,1.1,1.1,0.7,4.2,1193013.0,1452150.495029
29344,0.8,1.0,3.5,3.2,1.2,4.4,8.1,5.6,1.2,8.2,7.8,5.2,5.0,4.9,0.9,2.4,1.8,2.0,1.5,2.4,5.2,2.1,5.7,6.3,1.0,11.7,11.8,8.0,5.3,4.7,0.4,0.7,0.5,3.9,1195955.0,1465562.305348
29345,1.2,1.2,3.9,2.8,2.1,8.1,10.7,7.2,1.7,9.7,10.8,6.8,4.8,6.2,1.0,2.4,2.2,2.5,2.7,3.3,6.9,2.1,7.5,6.7,1.5,11.4,15.2,7.6,7.8,7.3,0.7,1.6,0.7,4.1,1388980.0,1698101.368667
29346,1.5,0.7,3.4,3.1,1.3,5.6,6.5,6.7,1.8,11.2,7.7,6.5,5.3,6.6,1.0,2.0,1.9,2.1,3.4,3.3,6.3,1.9,6.0,7.1,1.4,12.0,13.4,8.4,5.4,6.5,0.9,2.2,0.6,4.3,1233702.0,1532591.795382
29347,1.2,2.0,3.9,3.3,0.8,7.0,9.6,8.3,1.7,13.2,8.2,6.9,6.1,9.1,1.2,3.0,2.9,2.9,3.9,3.6,6.8,2.9,8.7,8.3,1.7,13.7,13.4,8.4,7.0,8.3,1.1,1.4,0.6,6.2,1322096.0,1592676.796219
29348,1.7,0.8,2.8,2.7,0.7,4.5,8.0,5.7,1.6,7.1,7.6,5.2,4.1,5.3,0.8,2.0,1.5,1.3,1.6,1.7,5.7,1.9,6.3,6.5,0.7,11.3,10.2,8.6,4.2,6.9,1.1,1.7,0.4,3.7,1366080.0,1613430.234842
29349,1.1,0.8,2.5,3.7,1.1,5.4,8.5,8.7,1.4,10.8,6.0,6.7,4.6,6.4,0.8,1.8,1.4,1.7,2.0,3.7,7.6,1.5,5.3,6.5,1.6,10.8,11.6,8.7,5.0,5.7,0.8,2.4,0.6,3.4,1244835.0,1491894.228806
29350,1.0,1.3,2.5,2.9,0.7,6.0,8.7,5.2,1.3,9.2,5.5,6.1,4.6,5.2,1.2,1.4,1.4,1.2,1.8,3.1,4.9,1.9,5.7,5.1,1.4,10.1,11.5,6.4,4.9,6.0,1.0,1.9,0.7,3.1,1294988.0,1546666.967299
29351,1.0,0.6,2.2,2.6,0.7,5.0,8.5,5.5,1.2,6.8,5.9,3.4,4.8,3.8,0.8,1.6,1.6,1.3,2.0,1.9,5.7,1.1,5.8,4.3,1.0,8.1,9.7,7.1,4.4,5.4,0.7,1.3,0.5,3.6,1135378.0,1286836.441878
29352,1.3,0.9,4.5,3.1,1.6,6.0,10.4,6.8,1.3,9.8,6.3,7.7,3.7,6.1,1.3,2.7,3.3,2.0,3.4,2.3,8.4,2.3,8.6,7.9,0.8,11.4,13.4,10.1,7.1,7.6,1.1,1.1,0.6,4.1,1021253.0,1394140.986095
29353,1.6,1.7,3.1,2.8,0.6,6.0,8.5,5.4,1.5,11.7,8.4,7.9,3.7,5.9,0.8,2.1,2.1,2.5,3.0,2.3,6.2,2.0,7.1,7.1,1.6,14.8,13.3,7.6,6.3,4.7,0.7,0.9,0.8,4.1,1216804.0,1521542.085068
29354,1.0,0.9,3.1,2.6,0.7,5.8,8.2,4.6,1.8,8.7,6.3,7.1,3.7,5.7,1.0,2.1,1.6,1.9,2.1,2.5,6.2,2.2,6.3,6.7,1.7,10.4,13.5,7.9,6.1,6.9,1.0,1.5,0.6,4.6,1190661.0,1423049.114437
29355,1.3,1.6,3.1,3.2,1.0,5.9,11.2,8.2,1.4,8.4,8.1,7.0,4.7,4.9,1.1,2.1,2.1,1.4,2.9,4.2,6.2,2.5,6.9,6.7,1.7,11.5,11.0,9.6,5.2,5.1,0.9,1.7,0.6,4.0,1226808.0,1540298.403954
29356,0.8,1.2,2.3,2.7,0.9,5.8,8.2,6.6,1.5,7.3,8.1,6.7,4.6,4.3,0.9,2.0,1.3,1.9,1.6,2.6,5.7,2.1,5.5,6.0,0.8,9.3,12.5,8.0,4.9,5.3,0.8,1.5,0.6,5.1,1253738.0,1598767.934909
29357,1.1,0.9,4.3,3.4,1.5,5.2,8.7,6.4,1.4,10.1,6.7,5.6,4.9,6.7,0.9,3.0,2.9,1.8,2.8,2.0,6.4,2.9,7.1,7.4,1.3,14.1,15.6,8.8,7.2,5.3,1.2,1.1,0.5,4.4,1377464.0,1767715.567185
29358,1.1,1.0,3.0,2.4,1.5,5.2,8.0,6.6,1.1,7.5,7.5,5.3,3.0,4.7,0.8,2.1,1.4,1.8,2.2,2.5,3.9,1.4,5.6,4.9,1.3,9.7,11.2,7.8,3.8,4.6,0.6,2.0,0.4,3.8,1150881.0,1375635.143148
29359,1.5,1.2,3.5,4.2,1.2,6.4,8.7,9.3,2.3,10.8,9.7,7.5,3.6,6.6,1.3,2.1,2.1,1.9,3.2,3.0,6.1,2.6,6.9,7.1,1.6,13.2,14.1,11.8,5.0,6.7,0.9,1.1,0.5,4.5,1359224.0,1629291.780694
29360,0.6,1.0,4.7,3.2,1.0,7.0,11.4,7.6,1.8,10.1,5.8,6.8,3.7,8.0,1.2,5.1,2.6,2.8,2.7,2.5,8.2,1.5,12.4,6.9,0.3,11.9,17.0,8.9,8.0,7.8,0.8,2.5,1.0,4.2,1023871.0,1537564.007684
29361,2.2,0.9,3.3,4.2,1.4,6.0,11.5,7.7,1.6,11.6,7.2,9.7,4.9,7.6,1.8,2.9,2.3,2.0,3.1,3.7,9.1,2.7,8.1,7.6,1.4,16.2,14.9,11.0,6.5,7.6,1.1,2.0,0.7,4.3,1301637.0,1695224.449191
29362,1.6,1.4,3.3,5.0,1.0,6.1,9.1,8.5,2.8,11.1,10.4,6.5,4.9,7.4,0.9,2.0,2.3,3.8,3.7,3.4,6.9,2.9,7.5,6.0,1.8,14.5,12.8,10.5,6.8,5.5,1.1,2.4,0.6,5.9,1291760.0,1592675.088781
29363,0.9,1.3,3.5,4.3,1.1,5.6,11.6,7.7,2.0,11.8,7.4,7.9,4.7,7.9,1.4,2.6,2.7,2.1,2.9,3.9,8.9,1.5,9.3,7.5,1.1,18.6,15.9,13.6,7.2,7.2,1.1,2.2,0.9,3.2,1122856.0,1455829.141535
29364,0.6,0.9,3.4,2.6,0.6,5.9,6.0,4.5,1.4,6.8,5.8,5.9,3.3,3.6,0.8,2.2,1.4,0.9,1.4,2.4,3.5,1.5,6.6,4.3,1.2,8.5,9.6,4.1,3.9,3.5,0.5,1.5,0.5,3.7,999677.0,1298326.360588
29365,0.9,1.9,2.8,3.1,0.9,6.4,10.1,7.0,1.5,12.9,6.9,6.1,5.0,5.6,0.6,1.8,1.8,2.0,2.9,3.8,5.3,1.9,5.7,6.0,1.9,13.3,11.3,8.7,7.4,6.9,1.1,1.4,1.1,6.6,1115848.0,1354478.782361
29366,0.9,1.1,3.7,2.8,1.0,6.0,9.0,7.4,1.0,9.2,7.4,6.7,4.7,4.3,0.8,1.9,2.2,2.1,2.5,2.6,4.7,2.2,5.8,5.8,1.1,13.5,12.5,8.0,5.4,5.7,1.0,1.1,0.4,3.2,1077013.0,1318513.497537
29367,0.9,1.5,3.8,3.4,1.5,6.6,7.3,5.6,1.8,10.4,7.6,7.4,4.4,6.6,1.0,2.2,1.8,2.1,2.8,3.5,5.3,2.4,6.3,6.7,1.2,9.8,11.6,8.6,6.0,5.8,1.4,1.8,0.5,5.2,1412999.0,1768831.437864
29368,1.3,0.7,3.5,2.8,1.4,5.9,9.8,6.1,1.5,9.7,9.0,6.6,4.9,6.3,2.4,2.6,1.6,1.7,2.5,1.8,5.5,2.6,7.7,6.2,1.1,10.3,13.4,9.2,6.3,7.6,0.9,1.9,0.9,6.6,1444029.0,1757547.632071
29369,1.1,0.7,2.6,2.9,1.0,4.9,6.5,6.7,1.3,9.0,6.8,5.2,4.9,5.4,1.0,1.7,1.7,1.3,2.4,2.5,4.8,1.5,5.5,6.0,0.9,7.3,9.4,9.0,5.5,6.7,0.9,1.9,0.5,3.6,1072810.0,1276871.953244
29370,1.5,0.7,2.9,3.0,1.1,5.5,9.8,9.4,1.9,10.0,6.3,5.8,4.7,5.9,1.2,2.1,2.0,2.7,2.5,2.7,6.0,2.8,7.9,7.4,0.6,15.1,12.6,9.4,6.6,7.5,1.9,1.6,0.6,6.2,1201907.0,1473279.496941
29371,1.5,0.9,3.0,3.5,1.2,5.2,8.8,4.4,1.5,8.3,7.2,7.4,4.3,5.5,0.8,1.8,1.4,1.6,1.3,3.0,5.3,1.9,5.9,6.2,0.8,8.7,10.3,9.3,5.4,6.5,0.9,1.3,0.4,4.0,1034844.0,1362977.763644
29372,0.9,1.2,5.1,3.4,1.5,6.9,10.7,9.6,1.8,11.4,3.4,7.9,4.1,8.7,1.4,3.1,2.1,1.4,2.9,2.0,9.5,1.7,10.5,7.5,1.2,14.1,16.1,11.1,7.2,6.9,0.5,1.3,0.6,4.4,1104856.0,1528395.876321
29373,1.2,1.0,3.1,3.4,0.7,4.5,7.6,5.2,1.6,7.7,6.3,6.8,3.8,3.8,0.6,1.9,1.5,1.0,1.7,2.8,4.4,1.3,5.5,6.5,1.0,10.5,10.3,7.7,3.9,5.4,0.7,2.0,0.4,3.0,1126978.0,1317021.058643
29374,1.7,1.7,5.1,5.5,2.5,8.7,14.2,13.6,3.6,15.7,12.6,9.7,5.0,9.3,1.1,3.6,2.9,2.7,4.9,4.6,12.2,2.9,16.1,10.6,2.2,16.6,24.3,14.2,9.1,9.8,1.5,2.4,1.0,5.3,1400137.0,1799852.501532
29375,1.1,1.4,4.4,2.5,1.8,5.7,10.1,6.8,1.2,10.7,7.9,5.0,4.3,5.7,1.0,2.2,1.8,1.5,2.5,1.4,5.2,2.1,7.0,4.9,2.7,11.7,14.7,6.9,5.5,4.1,0.9,2.2,0.5,6.7,1234496.0,1445064.614163
29376,1.1,1.4,3.2,4.8,1.8,6.0,12.3,8.0,1.9,13.7,9.4,7.9,5.8,7.5,1.2,2.1,2.8,1.8,3.3,4.2,7.4,2.7,8.3,8.0,1.9,15.9,16.2,10.6,6.6,6.3,1.2,1.7,0.7,5.6,1335701.0,1569179.438113
29377,0.9,1.0,3.3,2.7,1.2,5.4,11.7,6.8,1.7,9.5,9.4,5.4,4.9,5.7,1.1,2.0,1.9,1.4,2.0,2.4,7.0,1.8,7.3,8.0,1.8,12.0,13.5,8.9,5.7,5.9,0.6,1.7,0.4,4.3,1204493.0,1495173.463117
29378,1.1,1.0,3.5,3.3,0.9,5.3,10.2,6.5,1.3,10.4,7.9,7.7,4.1,6.9,0.8,2.6,1.8,2.3,3.3,2.7,7.3,2.5,8.3,7.1,1.3,12.3,14.3,10.0,5.9,6.6,0.8,1.3,0.6,5.3,1210706.0,1475858.612586
29379,1.0,0.8,3.3,3.1,0.9,5.0,7.9,6.1,1.3,9.5,6.2,5.3,4.0,5.0,0.9,1.8,1.4,1.2,2.0,2.2,4.5,1.9,5.7,5.9,1.2,9.8,10.8,7.0,4.7,5.0,0.6,1.2,0.8,4.6,1342731.0,1613801.792697
29380,1.2,0.9,3.1,3.0,0.6,5.3,8.6,5.6,1.0,9.5,5.9,5.5,5.1,5.5,0.8,1.8,1.5,1.6,2.0,3.2,5.4,2.3,5.4,5.2,0.9,9.9,10.2,7.6,5.0,4.6,0.7,1.6,0.5,4.2,1224799.0,1533127.236703
29381,1.4,1.2,2.5,4.8,1.3,6.9,10.0,6.2,1.7,12.7,9.0,7.8,4.8,6.5,1.2,2.0,1.8,1.5,2.1,6.4,6.6,2.7,7.1,7.3,2.1,12.6,14.0,9.5,6.2,4.3,1.0,2.1,0.7,5.4,1485317.0,1821055.146207
