rh.aparc.curvind,rh_bankssts_curvind,rh_caudalanteriorcingulate_curvind,rh_caudalmiddlefrontal_curvind,rh_cuneus_curvind,rh_entorhinal_curvind,rh_fusiform_curvind,rh_inferiorparietal_curvind,rh_inferiortemporal_curvind,rh_isthmuscingulate_curvind,rh_lateraloccipital_curvind,rh_lateralorbitofrontal_curvind,rh_lingual_curvind,rh_medialorbitofrontal_curvind,rh_middletemporal_curvind,rh_parahippocampal_curvind,rh_paracentral_curvind,rh_parsopercularis_curvind,rh_parsorbitalis_curvind,rh_parstriangularis_curvind,rh_pericalcarine_curvind,rh_postcentral_curvind,rh_posteriorcingulate_curvind,rh_precentral_curvind,rh_precuneus_curvind,rh_rostralanteriorcingulate_curvind,rh_rostralmiddlefrontal_curvind,rh_superiorfrontal_curvind,rh_superiorparietal_curvind,rh_superiortemporal_curvind,rh_supramarginal_curvind,rh_frontalpole_curvind,rh_temporalpole_curvind,rh_transversetemporal_curvind,rh_insula_curvind,BrainSegVolNotVent,eTIV
50711,1.2,0.7,3.1,3.1,0.6,3.8,6.7,4.0,1.2,9.7,5.9,6.5,4.1,4.9,0.6,1.8,1.6,1.4,1.7,2.4,5.0,1.5,5.0,6.3,0.5,11.4,12.6,5.8,4.4,6.1,1.3,1.2,0.3,2.0,1184046.0,1505736.991233
50722,1.5,1.0,2.6,2.7,0.6,5.2,8.1,4.9,1.8,9.0,4.6,6.4,3.6,5.6,0.6,1.2,1.5,1.2,1.7,3.2,5.7,1.6,5.2,5.7,0.9,9.2,11.6,7.6,4.7,5.0,0.8,1.0,0.3,3.4,1140052.0,1404030.661745
50723,0.9,0.8,2.0,3.5,1.1,4.8,8.2,5.3,2.1,8.6,5.9,6.8,5.0,4.9,0.8,1.7,1.9,1.9,2.6,2.3,5.5,1.6,5.1,4.7,1.0,9.5,10.4,8.2,4.7,5.6,0.9,1.3,0.5,3.3,1116879.0,1259248.027756
50724,1.4,0.7,2.8,4.1,1.1,5.2,7.3,4.5,1.6,10.1,5.0,7.1,4.7,5.6,0.8,1.9,2.2,1.6,2.2,3.1,4.8,2.0,6.0,5.8,1.1,10.6,11.4,8.2,5.8,7.5,0.5,1.0,0.7,3.2,1287626.0,1629599.176764
50725,1.0,0.6,2.9,2.7,0.8,6.4,10.4,6.0,1.6,9.5,6.3,4.4,3.6,5.1,0.9,2.8,2.3,2.0,1.9,2.4,11.6,2.9,9.5,5.3,1.1,11.1,12.0,9.8,4.5,5.7,1.2,1.0,0.5,3.2,1276034.0,1713244.692803
50726,1.3,0.7,3.4,3.0,0.6,4.0,9.3,6.9,1.6,7.7,5.1,6.5,3.4,6.6,0.5,1.9,1.4,1.2,1.7,3.5,4.8,2.2,6.3,5.4,1.3,12.5,11.0,8.0,6.0,6.1,1.0,1.1,0.6,4.3,1318503.0,1594485.008112
50727,0.8,0.5,3.2,3.1,0.6,4.6,9.0,5.2,1.5,8.4,6.6,4.8,4.8,4.4,1.0,1.6,2.0,1.7,2.4,2.2,4.7,1.9,5.6,5.8,0.8,12.5,12.2,8.7,5.2,6.9,1.3,1.1,0.5,2.4,1197609.0,1510120.799928
50728,0.8,1.0,2.4,2.8,0.4,3.4,7.8,4.0,1.2,7.2,7.9,4.5,3.6,5.5,0.4,1.5,1.8,1.1,2.3,2.3,4.0,1.7,4.5,4.0,1.3,10.1,9.5,5.7,4.1,4.6,1.1,0.7,0.6,2.7,1139537.0,1285158.658278
50730,0.8,1.1,2.7,3.4,0.9,5.1,8.9,6.8,1.5,9.4,5.1,5.7,4.3,6.0,0.7,2.1,1.5,2.1,3.2,3.0,5.7,1.9,6.2,7.2,1.6,11.2,14.1,9.1,4.5,7.3,1.0,1.5,0.7,3.6,1141688.0,1471585.186554
50731,1.0,0.7,2.2,3.2,1.4,4.1,8.1,5.6,1.6,12.0,5.0,5.3,3.9,5.0,4.3,2.2,1.6,1.5,2.3,2.5,4.4,2.2,6.1,5.9,1.3,9.7,11.0,7.6,4.6,4.9,0.5,1.1,0.5,3.7,1281878.0,1766922.571442
50732,1.4,0.9,3.1,3.0,0.6,5.8,8.9,5.3,1.8,9.7,6.1,6.7,4.9,6.2,0.8,1.7,1.6,1.8,2.3,2.7,5.8,2.2,6.6,6.0,0.8,10.3,11.5,6.8,5.3,6.1,0.5,0.8,0.6,3.7,1347246.0,1736677.524046
50733,0.8,0.9,1.9,3.2,0.9,4.2,8.0,5.8,1.3,8.2,4.8,4.9,3.3,5.2,0.9,1.6,2.1,1.5,1.9,3.0,4.1,2.4,5.5,5.5,0.8,9.8,10.1,6.9,4.7,3.5,1.0,1.1,0.3,3.5,1199614.0,1511151.360525
50734,1.3,1.1,2.8,3.7,0.5,4.6,6.9,5.7,1.6,9.4,3.8,5.8,4.2,4.9,0.7,1.8,1.9,1.2,2.1,3.9,5.7,1.8,5.0,5.1,1.9,11.0,10.2,6.6,4.6,5.8,0.6,0.9,0.6,3.5,1173269.0,1369088.26766
50735,0.9,0.8,2.0,3.4,0.3,3.8,7.4,5.7,1.5,7.2,4.4,5.3,3.2,5.2,0.5,1.9,1.7,1.2,1.4,2.9,5.1,1.9,5.3,5.0,2.5,9.1,9.0,6.9,3.9,7.8,1.1,0.6,0.5,2.4,1019981.0,1145610.485258
50736,0.8,1.4,2.1,2.5,1.5,5.0,9.6,7.2,1.4,10.1,4.5,5.7,3.8,5.6,1.0,1.9,2.0,1.6,3.2,2.2,5.9,1.4,5.4,6.5,0.5,11.5,11.2,8.0,4.0,5.7,1.6,1.5,0.6,3.9,1076472.0,1406908.597843
50737,0.9,0.8,3.7,2.9,0.4,5.2,8.9,5.5,1.8,7.5,5.1,5.6,6.5,7.0,0.9,2.1,1.9,1.5,2.9,2.1,4.9,1.5,7.4,7.1,1.2,11.4,11.8,8.8,6.3,6.0,1.1,1.5,0.5,3.5,1363320.0,1607418.681726
50738,1.5,0.9,3.3,3.3,0.8,6.6,11.3,6.8,1.9,11.5,7.8,7.4,5.0,7.4,0.9,2.0,1.9,1.5,2.4,2.2,7.3,2.4,7.3,9.5,1.0,13.2,12.6,9.9,7.2,8.3,0.7,1.1,0.6,3.5,1281035.0,1579948.238673
50739,1.1,1.0,3.0,3.6,0.7,5.3,11.9,8.5,1.6,11.0,7.1,7.7,3.7,7.0,0.9,2.2,1.7,1.9,2.2,3.0,8.0,2.1,7.2,6.5,1.7,15.2,13.7,7.4,5.5,6.3,0.9,1.0,0.4,3.1,1395783.0,1742374.858003
50740,1.4,0.6,3.1,5.0,1.3,4.8,10.5,6.3,1.5,10.4,8.8,9.2,3.5,6.4,0.7,1.5,2.5,1.8,3.0,5.9,6.6,2.3,5.7,6.9,1.1,11.7,9.7,10.6,6.3,7.6,1.0,1.2,0.4,4.1,1279949.0,1568797.267389
50741,1.3,0.8,2.2,3.5,0.9,5.5,8.5,6.3,1.6,10.3,4.5,5.7,3.5,5.8,0.5,1.7,1.7,1.6,3.6,4.3,4.5,1.8,4.7,5.4,0.8,11.3,8.8,8.6,4.2,5.0,0.7,1.1,0.3,2.9,1258821.0,1532688.963712
50742,1.0,1.3,2.8,3.1,0.6,5.1,7.8,6.7,2.1,9.1,4.5,6.7,4.5,5.6,0.5,2.0,2.4,1.8,2.5,2.5,5.8,2.2,6.6,5.7,1.5,11.8,13.1,7.2,4.8,6.1,1.5,1.2,0.3,3.0,1309299.0,1472667.57772
50743,1.1,0.9,2.5,2.3,0.6,3.6,7.5,4.3,1.1,6.5,4.4,3.9,3.9,6.3,0.6,1.2,1.4,1.6,1.6,1.8,3.8,1.3,4.2,6.2,0.4,8.7,9.2,6.8,4.1,4.9,0.7,0.6,0.4,4.7,1125986.0,1402953.791386
50744,1.2,0.7,2.8,3.9,0.8,4.8,7.5,7.1,1.1,11.5,5.8,7.2,4.8,8.5,0.5,1.8,2.1,2.2,2.5,2.0,6.2,2.0,6.8,5.4,0.6,10.2,11.7,10.1,5.7,7.3,1.5,1.5,0.8,3.5,997715.0,1417185.004459
50745,0.9,0.7,2.0,3.5,2.5,5.0,8.0,7.6,1.6,13.9,5.7,5.8,5.4,6.6,1.0,1.9,1.6,1.5,2.9,2.4,7.0,1.6,5.8,5.9,0.3,14.2,14.0,10.4,7.3,7.1,1.3,1.2,0.4,4.3,1136666.0,1447954.180535
50746,1.1,0.8,1.9,3.3,1.7,6.8,11.5,6.9,1.4,11.3,6.0,6.5,4.5,7.8,1.3,1.9,2.5,2.3,4.2,2.6,7.0,2.0,6.1,7.0,0.5,13.3,12.9,10.0,6.7,11.0,1.1,1.4,0.6,4.3,1138456.0,1426483.117163
50747,1.3,1.6,2.8,3.4,0.3,6.5,8.7,5.9,2.0,10.0,5.8,6.6,5.0,7.0,0.8,2.1,1.8,1.4,3.0,3.4,4.9,2.0,6.0,6.0,1.0,10.9,14.4,6.9,5.0,5.8,0.8,2.2,0.6,3.2,1316956.0,1454400.543855
50748,0.9,1.1,2.5,2.4,0.3,3.8,6.6,5.0,1.5,7.3,4.6,5.5,3.4,4.9,0.6,1.9,1.5,1.9,1.9,2.2,4.0,1.6,4.8,5.6,0.7,11.8,9.0,6.7,5.8,5.6,1.0,0.9,0.4,4.5,1185657.0,1465560.070982
50749,0.8,0.9,2.2,2.9,0.6,5.3,7.3,5.4,1.5,7.5,5.3,6.2,3.7,4.7,0.7,2.3,1.7,1.9,2.3,2.0,5.6,1.7,5.3,5.0,0.9,9.0,10.5,8.3,3.8,5.1,0.6,1.2,0.4,4.6,1193021.0,1391197.261758
50750,1.9,0.8,3.4,3.7,1.2,5.3,10.3,8.5,1.9,9.1,7.7,6.3,4.9,7.5,0.7,2.4,2.0,1.4,1.9,3.8,8.4,2.4,7.5,9.2,1.0,12.6,14.2,9.2,5.6,8.0,1.2,2.1,0.5,4.3,1269861.0,1556812.146264
50751,0.7,0.8,3.3,2.9,0.6,5.2,8.8,4.7,0.8,8.5,6.8,4.8,4.3,4.5,1.0,1.6,1.3,2.2,3.0,2.0,5.1,2.0,5.9,5.7,0.7,10.1,9.5,11.1,4.5,5.0,0.7,1.3,0.4,3.5,1135880.0,1349529.460048
50752,1.1,1.1,2.6,3.2,0.6,5.5,10.3,7.2,1.3,9.6,4.7,6.5,4.0,7.6,0.9,1.6,2.1,1.2,2.2,2.8,5.6,1.7,6.1,6.5,0.4,14.6,10.4,9.4,5.4,5.7,0.9,1.0,0.6,2.3,1216962.0,1524584.198022
50753,0.9,1.1,3.9,3.0,1.0,6.3,7.9,6.5,1.4,9.3,5.9,6.4,3.0,5.4,1.1,1.8,1.9,1.4,2.0,3.0,5.0,1.8,6.1,5.5,1.3,11.8,10.5,7.8,4.5,6.1,1.1,0.8,0.6,3.6,1247471.0,1646316.856876
50754,0.9,0.9,4.4,3.4,0.9,6.3,12.4,7.6,1.7,9.0,5.9,6.2,5.4,7.7,0.9,2.3,2.1,1.4,2.4,3.6,7.5,2.3,7.3,7.3,1.0,15.2,14.3,9.2,6.5,9.0,1.7,1.7,0.5,4.2,1335160.0,1711618.948674
50755,0.9,0.9,2.3,3.1,0.8,4.8,9.5,6.3,1.6,11.0,6.9,5.3,4.7,5.8,1.2,1.8,1.4,1.8,1.7,2.1,5.5,1.8,4.8,5.7,0.6,12.6,9.8,7.5,5.9,7.4,0.9,1.6,0.4,3.9,1253224.0,1520970.960781
50756,1.1,1.1,3.0,3.1,1.0,5.7,8.2,5.6,1.4,10.6,6.1,6.4,3.5,5.6,0.8,2.4,1.3,2.0,2.2,3.3,4.8,1.8,5.7,6.2,1.4,14.4,11.3,8.8,5.0,6.7,0.8,1.2,0.3,3.9,1314345.0,1772506.985779
50757,1.0,0.9,3.1,2.3,1.6,4.7,7.0,6.3,1.6,9.7,4.9,5.6,4.2,4.4,0.8,1.4,1.9,1.2,2.0,1.6,6.0,1.7,5.8,5.7,0.7,9.0,8.8,9.2,6.3,6.4,0.7,1.1,0.4,3.0,1113718.0,1432441.288687
50772,0.9,1.2,2.8,3.2,0.9,5.9,8.4,7.6,1.3,9.1,6.9,5.4,3.8,6.6,0.9,2.1,1.9,2.3,2.9,2.4,5.6,1.9,6.3,5.4,1.8,11.8,11.2,6.3,5.1,4.0,0.9,2.7,0.6,4.0,1283676.0,1637978.23751
50773,0.9,1.7,4.4,4.0,1.1,5.7,9.6,7.2,1.6,7.8,8.5,6.6,3.7,6.5,1.2,2.5,2.4,1.5,1.9,2.7,5.4,1.9,6.6,7.0,1.5,13.0,14.5,8.5,6.0,7.9,0.7,2.2,0.6,4.2,1340659.0,1650453.658082
50774,1.4,0.7,3.4,3.2,0.6,5.6,8.7,5.6,1.9,8.8,7.3,6.6,4.4,6.1,0.7,1.8,2.3,1.3,2.2,3.0,5.3,2.1,5.4,8.6,1.3,14.1,11.4,9.3,6.3,5.8,0.9,1.7,0.6,4.8,1364033.0,1679741.491329
50775,2.0,0.9,3.1,3.1,1.5,6.9,10.9,6.9,1.9,10.9,8.1,7.4,4.1,6.1,1.3,2.7,2.1,2.9,2.6,3.3,7.5,2.1,8.1,7.0,1.8,10.8,15.3,7.8,6.1,7.2,0.6,1.5,0.4,5.3,1379029.0,1698290.898462
50776,1.2,1.1,2.6,3.3,0.5,5.0,8.7,6.0,1.5,9.0,5.0,6.0,4.7,5.7,0.5,2.0,1.8,1.4,2.5,2.5,6.0,1.3,5.8,7.4,0.9,10.4,10.7,8.6,5.5,4.9,0.8,1.1,0.4,4.4,1154708.0,1413807.67877
50777,1.0,1.1,2.4,4.4,1.0,6.1,11.1,7.3,1.7,10.5,6.4,8.3,5.7,6.6,1.0,2.2,2.0,1.8,2.6,3.4,6.4,3.3,7.1,8.2,1.3,11.2,12.8,11.6,4.4,8.3,0.8,1.1,0.7,3.9,1436714.0,1657121.838203
50778,1.0,0.7,2.4,2.5,0.7,4.9,8.2,5.4,1.1,6.9,6.3,3.8,4.5,3.9,0.7,1.6,1.5,1.2,2.0,1.7,5.6,1.1,5.6,4.6,1.1,8.0,9.9,7.0,4.2,5.5,0.7,1.1,0.6,3.3,1128635.0,1287294.825876
50779,1.3,0.9,4.9,3.2,1.8,6.3,9.9,7.3,1.4,10.6,6.1,7.3,3.5,6.2,0.8,2.8,3.4,1.8,3.2,2.7,7.8,2.4,8.7,6.8,1.1,12.3,13.7,10.3,6.9,7.8,1.0,1.3,0.7,3.6,1022168.0,1386527.401307
50780,1.6,1.5,3.3,3.0,0.7,5.8,8.3,5.4,1.7,11.8,6.0,8.1,4.2,6.4,1.2,2.1,2.2,2.4,2.8,2.4,6.0,2.2,7.2,7.5,1.4,14.3,13.2,7.4,6.6,4.9,0.6,1.4,0.7,3.8,1218357.0,1521164.922179
50781,0.9,1.0,2.3,2.9,0.6,6.6,11.1,5.8,2.0,8.4,4.6,4.8,5.4,5.3,0.9,1.9,1.9,1.3,3.2,2.5,5.2,2.2,5.8,8.6,1.0,10.4,11.0,8.0,4.8,5.3,0.6,1.2,0.5,3.4,1254894.0,1431603.666026
50782,1.1,1.3,2.2,3.3,0.5,4.0,8.4,6.8,1.1,8.3,8.0,5.4,4.1,4.4,0.7,1.8,1.5,1.4,1.7,2.6,5.2,1.9,6.3,5.2,1.0,9.0,10.3,7.3,4.9,4.7,0.8,2.5,0.5,3.7,1207692.0,1500392.138642
50783,1.2,1.2,3.0,2.6,1.7,5.0,8.1,6.2,1.1,7.1,9.2,6.0,4.5,4.4,0.8,2.0,1.6,1.9,2.3,2.3,4.1,1.3,5.6,5.1,1.0,9.8,11.1,7.7,3.6,4.5,0.7,1.5,0.4,3.4,1147012.0,1377280.177091
50784,1.2,0.7,3.0,3.8,0.6,5.6,8.3,8.5,1.7,8.9,6.9,7.7,6.4,6.1,0.8,2.2,1.6,1.6,3.3,3.8,5.1,1.6,6.5,6.3,1.1,10.8,10.7,8.2,4.4,6.2,0.9,2.0,0.6,4.9,1149638.0,1346686.914875
50785,0.7,0.8,5.2,3.2,1.4,7.1,12.0,8.9,1.7,10.6,5.0,6.4,4.2,9.0,1.6,4.3,2.8,2.9,3.2,2.2,8.4,1.4,12.2,6.6,0.3,11.8,15.8,9.4,7.7,7.7,0.8,1.9,0.2,2.8,984811.0,1538427.275054
50786,1.1,0.8,2.7,4.4,1.0,5.9,8.6,5.8,1.7,9.5,5.7,5.4,4.8,5.6,0.7,2.1,2.0,1.9,2.3,2.7,8.3,2.5,7.6,7.1,1.3,13.5,11.7,7.9,4.5,6.4,0.8,1.5,0.4,5.8,1264321.0,1454716.961904
50787,1.0,0.9,3.2,3.6,1.5,5.4,7.1,7.0,1.5,10.7,7.3,7.5,4.1,5.8,1.0,2.2,2.0,2.0,2.6,3.6,5.6,2.2,6.9,5.4,0.9,10.7,13.8,8.9,5.8,4.8,0.9,1.9,0.5,4.8,1210753.0,1423920.673341
50788,1.2,1.2,4.3,3.1,1.0,6.2,8.4,6.9,1.8,7.4,6.7,5.8,4.0,4.8,1.0,2.3,2.0,1.8,2.2,2.4,7.5,2.9,7.1,8.0,2.0,14.4,14.8,9.0,4.9,6.6,0.6,1.6,0.8,4.5,1256777.0,1516829.616553
50789,2.1,1.0,3.3,4.4,1.5,6.7,11.5,7.3,1.8,11.9,7.0,9.0,6.2,7.5,1.5,2.8,2.3,2.0,3.5,3.8,9.4,2.5,7.8,7.8,1.1,16.4,15.1,10.9,6.2,6.9,0.9,1.5,0.6,3.8,1308836.0,1694137.139141
50790,0.6,0.8,3.3,2.6,0.7,5.8,6.0,4.6,1.3,7.0,4.8,6.0,4.3,3.7,0.7,1.9,1.5,0.9,1.4,2.4,3.4,1.5,6.5,4.7,1.8,8.3,9.6,4.5,3.9,3.4,0.5,1.1,0.5,3.8,1005499.0,1297793.608104
50791,0.7,1.3,4.6,3.7,1.3,5.9,9.0,6.2,1.6,9.9,7.6,5.8,4.8,5.9,1.5,2.5,2.6,1.5,2.6,2.2,5.7,3.0,6.9,7.7,2.0,13.3,13.1,9.5,5.6,6.4,0.8,1.5,0.8,4.6,1443865.0,1697480.311042
50792,1.0,0.9,3.7,3.2,1.0,7.2,14.7,8.4,2.1,10.4,7.8,6.4,4.5,5.8,1.1,2.9,2.7,1.4,3.0,3.2,7.9,2.0,8.1,7.6,1.2,15.1,13.9,13.2,5.9,6.5,1.4,1.5,0.6,6.9,1294380.0,1634583.855812
50793,0.8,1.0,2.2,2.4,1.0,4.3,7.5,5.4,1.0,9.2,5.6,5.3,4.0,4.7,0.8,1.5,1.7,2.4,2.2,2.2,4.6,2.0,5.3,4.9,1.4,10.2,9.8,5.2,5.1,4.4,1.2,1.6,0.6,4.1,1166876.0,1359474.606312
50794,1.0,1.1,3.5,3.3,0.9,5.8,10.2,9.6,1.6,10.1,8.6,6.4,4.6,6.0,0.8,2.2,2.3,2.0,2.2,2.6,7.3,1.8,7.9,6.5,1.3,12.2,13.8,8.9,7.6,7.6,1.2,1.4,0.8,5.7,1182558.0,1496947.650972
50795,0.8,1.2,4.4,3.7,0.7,5.8,9.4,5.8,1.6,9.8,7.3,5.9,5.4,6.8,1.2,2.9,3.8,1.7,2.5,2.7,6.4,2.1,7.7,7.0,1.2,14.7,17.0,9.0,5.1,7.2,0.9,1.1,0.7,4.6,1252921.0,1566379.017065
50796,1.1,0.8,3.0,2.9,1.3,4.7,8.7,8.6,1.3,8.5,4.5,5.4,4.1,5.2,1.2,1.8,1.7,1.3,2.0,1.7,5.7,2.0,6.8,6.0,1.2,11.3,11.5,7.2,4.3,5.6,1.2,1.0,0.6,3.9,1135039.0,1476184.037316
50797,0.9,1.0,3.5,4.5,1.0,5.3,9.1,7.1,1.7,13.5,8.0,10.2,4.2,6.5,1.7,3.5,2.6,1.8,3.0,4.2,8.7,1.9,9.6,7.5,1.3,11.7,11.9,9.8,5.4,5.5,0.7,2.9,0.7,4.9,1274718.0,1432999.997233
50798,1.3,1.4,2.1,3.6,0.9,5.6,12.4,7.9,1.7,10.7,6.0,7.2,5.7,7.7,1.0,2.3,2.0,2.3,3.4,2.7,6.8,2.3,6.7,7.0,2.0,16.2,13.2,8.3,6.3,5.0,1.0,1.3,0.6,4.1,1411634.0,1632702.202668
50799,1.3,0.9,3.5,3.6,1.0,6.6,8.3,5.9,1.6,10.8,5.5,9.8,4.5,5.3,1.1,2.0,1.5,1.7,1.7,3.0,6.5,2.4,8.2,6.4,1.5,11.7,12.1,8.7,5.0,5.6,0.5,1.6,0.5,4.6,1209703.0,1504981.663868
50800,1.4,1.3,3.8,4.3,1.3,7.3,12.6,10.3,2.4,12.4,10.6,8.3,5.6,7.0,2.1,3.8,2.9,2.1,4.1,3.6,7.3,2.2,9.2,11.8,2.5,15.1,17.2,11.7,9.3,8.9,1.1,1.3,1.1,5.4,1654478.0,2010473.742706
50801,1.2,1.6,3.8,2.6,1.7,6.5,8.5,6.7,1.7,8.2,7.1,5.2,5.9,5.6,0.9,2.4,2.0,1.7,2.5,2.3,5.0,2.5,6.7,7.5,1.3,10.3,14.1,9.8,6.4,6.5,1.1,1.5,0.7,3.7,1232509.0,1478595.657962
50802,1.3,0.7,2.5,3.4,0.8,6.1,10.0,5.8,1.5,7.5,8.3,7.3,4.2,5.6,0.9,2.3,1.8,1.6,3.1,2.9,6.0,2.3,6.3,7.0,0.8,9.1,9.9,8.6,4.4,6.2,0.5,1.3,0.8,4.4,1281587.0,1503706.249341
50803,0.9,1.2,3.4,3.0,0.8,4.6,7.7,5.4,1.2,9.4,8.1,5.6,4.8,5.4,1.1,2.6,2.2,1.5,2.3,2.6,5.4,2.5,7.1,6.3,1.1,9.5,10.4,9.0,5.8,6.9,1.2,1.6,0.6,4.6,1291574.0,1615115.565835
50804,1.3,1.1,2.8,4.0,0.8,5.6,10.0,7.0,1.6,11.4,6.7,6.8,3.9,5.3,0.5,3.0,1.6,2.7,2.7,2.9,6.6,2.0,6.9,9.0,1.2,10.4,13.1,7.5,4.2,5.8,1.3,0.9,0.5,4.3,1333867.0,1603599.178987
50805,1.2,1.0,2.7,3.6,1.9,6.2,9.8,7.3,1.4,10.0,9.2,6.8,4.1,6.5,1.0,1.7,2.6,1.8,3.4,2.8,5.7,2.3,7.5,6.6,1.0,13.4,13.2,6.8,5.2,3.5,0.7,1.2,0.5,4.5,1347635.0,1642847.729464
50806,1.9,0.8,4.1,4.7,1.4,7.7,10.0,10.1,1.5,10.9,6.3,8.9,5.5,7.2,1.1,2.7,1.9,1.6,2.4,3.2,9.0,2.5,8.7,7.5,1.0,11.6,12.1,11.9,7.2,6.5,0.7,2.5,0.6,4.0,1156234.0,1392884.022411
50807,1.0,1.0,2.2,2.5,1.1,5.1,7.8,6.4,1.7,6.6,4.9,5.9,4.5,4.9,1.0,2.1,1.7,1.8,3.1,3.2,5.0,1.7,5.6,4.6,1.5,12.9,11.7,7.8,4.3,4.6,0.6,1.2,0.5,3.9,1255972.0,1396255.64783
50808,1.0,1.1,3.4,3.3,1.2,5.3,8.4,7.3,1.3,7.7,5.8,5.5,4.7,5.0,0.8,3.2,2.2,2.0,2.3,3.1,5.2,2.1,6.3,5.7,1.2,10.9,11.8,8.6,5.5,5.9,1.4,1.8,0.6,3.8,1307991.0,1504555.592761
50809,1.4,1.1,2.4,3.4,1.0,6.3,9.1,6.1,1.7,10.9,8.6,5.9,5.5,5.7,1.5,1.8,1.5,1.7,2.4,3.4,7.8,2.2,7.2,7.2,1.7,11.5,11.5,7.9,5.4,5.3,0.5,1.7,0.8,5.1,1338810.0,1620920.095285
50810,1.2,1.7,3.3,3.5,1.0,5.6,11.2,8.2,1.5,8.7,8.6,7.2,4.8,5.1,0.9,2.1,2.4,1.6,3.0,3.8,6.4,2.6,6.8,7.2,1.9,11.5,10.7,9.6,5.1,5.0,0.9,1.8,0.6,3.5,1224829.0,1540922.786428
50811,1.2,0.9,4.0,3.7,2.1,5.5,9.3,7.0,1.5,10.4,5.9,5.6,3.9,6.7,0.8,2.8,2.9,1.7,2.8,1.9,6.3,2.9,7.4,7.7,1.4,14.2,15.3,8.6,7.0,5.1,1.3,2.6,0.5,5.8,1377332.0,1767719.582712
50812,1.3,1.5,4.2,2.7,0.8,4.8,9.0,8.0,1.4,10.9,7.3,5.5,3.8,5.3,1.0,1.7,2.4,1.2,2.6,2.1,6.1,2.1,6.3,7.4,1.2,11.0,13.7,7.1,6.7,4.4,1.5,1.5,1.2,3.6,1170506.0,1438650.408264
50813,1.7,1.5,3.3,3.1,0.5,4.6,9.7,5.8,1.9,9.3,6.2,5.8,2.7,5.9,0.9,1.9,1.8,1.3,2.0,2.1,5.5,1.6,5.9,5.9,1.7,12.9,11.4,7.2,5.0,6.9,1.0,1.1,0.5,4.5,1109936.0,1346414.855612
50814,0.9,1.8,2.5,4.3,0.6,5.5,9.9,6.4,1.7,10.3,8.1,7.9,4.8,5.9,0.9,2.3,1.9,1.3,2.5,3.8,7.3,2.7,6.1,8.2,1.6,11.4,10.7,8.9,5.3,9.5,1.2,1.0,0.6,3.6,1391039.0,1685575.887021
50815,1.6,1.0,6.3,5.4,1.8,4.3,14.9,6.7,2.2,15.1,6.6,5.0,4.7,7.8,2.3,3.6,2.5,2.6,3.4,2.5,10.8,4.1,15.1,8.4,1.0,14.2,18.7,13.0,12.3,8.9,1.9,1.6,0.7,5.7,972977.0,1605625.045829
50816,1.9,1.3,2.7,3.1,1.7,6.3,9.1,5.2,1.8,11.1,6.2,8.4,5.6,7.8,1.1,2.0,2.1,2.0,2.5,2.5,5.2,1.9,6.4,5.8,1.0,10.4,11.6,8.8,5.8,4.6,0.8,2.2,0.6,3.5,1166184.0,1392774.095471
50817,0.9,1.2,3.1,4.0,0.8,5.7,8.5,7.3,1.5,8.9,7.8,8.2,4.7,6.4,1.0,2.1,1.4,1.8,2.2,2.8,8.0,2.2,7.1,9.7,1.3,13.5,12.8,9.7,4.6,5.0,0.6,0.9,0.5,5.7,1291079.0,1546515.036499
50818,1.2,1.1,3.3,3.3,1.0,4.8,9.2,5.9,1.5,8.0,7.8,5.1,3.8,5.9,0.7,1.8,2.1,1.6,1.7,2.4,6.7,2.5,5.5,7.4,1.1,9.5,11.3,8.7,4.5,5.6,0.9,0.9,0.5,3.9,1138346.0,792150.917787
50819,0.7,1.0,3.9,3.4,0.9,4.7,7.0,5.9,1.5,11.3,6.2,6.9,4.8,5.7,1.5,2.1,1.7,2.0,2.7,3.8,7.0,1.7,6.3,5.9,1.4,10.5,9.8,7.5,6.0,6.3,0.7,1.0,1.4,4.1,1230010.0,1530802.136771
50820,1.7,0.8,2.7,2.7,0.8,5.9,8.9,5.3,1.2,8.8,4.7,6.3,4.6,5.8,1.3,2.7,1.8,1.7,2.0,2.3,5.8,2.6,5.9,5.5,1.5,10.3,12.9,7.2,4.6,4.7,0.6,1.3,0.6,4.1,1279282.0,1541573.123487
50821,1.8,0.6,4.0,3.2,1.0,4.7,7.7,5.2,1.4,7.6,5.7,6.7,5.1,5.2,0.8,2.2,2.0,1.7,3.7,2.1,6.1,2.2,6.0,6.5,1.2,11.1,11.9,7.5,5.6,6.8,0.7,1.5,0.4,6.6,1164787.0,1299450.419871
50822,0.6,1.0,3.2,3.8,0.8,5.3,7.6,5.4,1.5,8.8,6.5,7.2,4.4,4.1,0.7,2.1,1.7,1.6,1.8,2.7,5.9,1.9,6.2,5.3,0.9,9.7,10.2,7.3,4.1,4.7,0.4,1.0,0.4,2.9,1141410.0,1433765.159731
50823,1.2,0.8,3.0,3.2,0.6,6.1,8.4,7.1,1.5,9.7,6.0,5.1,4.2,5.5,0.9,2.4,1.7,1.5,2.0,2.6,5.2,2.4,6.1,5.8,1.1,11.3,12.6,6.7,5.2,6.0,0.7,3.0,0.6,5.8,1235633.0,1503443.818389
